-1,2012,-411,10,100206
-1,2012,-77,1000,100307
-1,2012,-131,1000,100408
-1,212,-282,100,100610
-1,2002,8,1000,101006
-1,22,169,10,101107
-1,52,233,10,101309
-1,32,170,10,101915
-1,42,175,10,102008
-1,2012,-301,10,102109
-1,2002,121,1000,102311
-1,12,415,10,102513
-1,12,287,10,102614
-1,222,-70,10,102715
-1,2012,-57,1000,102816
-1,2002,386,1000,103010
-1,22,204,10,103414
-1,2012,-31,1000,103818
-1,2012,-120,1000,104012
-1,2002,343,1000,104416
-1,2002,8,1000,104820
-1,22,64,10,105014
-1,2002,152,1000,105115
-1,42,86,10,105216
-1,222,-355,10,105620
-1,22,307,10,105923
-1,2012,-190,1000,106016
-1,42,86,10,106319
-1,212,-69,100,106521
-1,212,-433,100,106824
-1,2012,-119,1000,107018
-1,33,-242,11,107321
-1,2002,340,1000,107422
-1,2012,-306,10,107725
-1,212,-435,100,108020
-1,2012,-98,1000,108121
-1,22,307,10,108222
-1,212,-94,100,108323
-1,23,251,10,108525
-1,22,180,10,108828
-1,212,-133,100,109123
-1,22,215,10,109325
-1,22,336,10,109830
-1,12,334,10,110007
-1,212,-16,10,110411
-1,22,418,10,110613
-1,2012,-81,1000,111009
-1,12,367,10,111211
-1,2012,-47,1000,111312
-1,212,-71,100,111413
-1,212,-133,100,111514
-1,22,184,10,111716
-1,22,260,10,112112
-1,42,325,10,112314
-1,2012,-30,1000,112516
-1,212,-146,100,112920
-1,32,60,10,113215
-1,2002,386,1000,113316
-1,212,-133,10,113619
-1,2012,-136,1000,113922
-1,212,-359,100,114217
-1,32,171,10,114318
-1,2012,-294,10,114419
-1,42,330,10,114621
-1,12,439,10,114823
-1,203,-36,100,114924
-1,2002,195,1000,115017
-1,2012,-285,10,115219
-1,2012,-18,1000,115320
-1,42,325,10,115724
-1,2013,-404,1000,115825
-1,23,274,10,116524
-1,2012,-374,1000,116726
-1,2002,226,1000,117021
-1,212,-65,10,117122
-1,2013,-87,10,117324
-1,212,-424,10,117930
-1,2012,-119,1000,118023
-1,12,59,10,118124
-1,212,-282,100,118225
-1,12,246,10,118528
-1,2012,-58,10,118730
-1,2002,434,1000,118831
-1,212,-13,10,118932
-1,22,410,10,119025
-1,12,182,10,119126
-1,212,-71,100,120111
-1,212,-24,100,120212
-1,12,107,10,120414
-1,32,241,10,120515
-1,2022,-361,10,120717
-1,42,168,10,121416
-1,22,303,10,121618
-1,2012,-118,10,121921
-1,22,148,10,122317
-1,2012,-49,10,122620
-1,202,22,100,122822
-1,32,244,10,123117
-1,32,167,10,123420
-1,222,-414,100,123521
-1,22,6,10,123723
-1,12,406,10,123824
-1,203,-112,100,123925
-1,222,-75,10,124220
-1,2013,-87,1000,124422
-1,212,-146,10,124624
-1,202,35,100,124826
-1,12,157,10,125222
-1,22,418,10,125424
-1,22,17,10,125525
-1,2002,72,1000,126325
-1,2002,350,1000,126426
-1,222,-224,10,126628
-1,22,385,10,127226
-1,2012,-206,10,127327
-1,42,247,10,127630
-1,2013,-87,1000,127731
-1,212,-15,100,127832
-1,222,-154,10,127933
-1,22,429,10,128026
-1,2012,-101,1000,128127
-1,2012,-33,1000,128632
-1,2012,-127,1000,128935
-1,2012,-156,1000,129028
-1,2012,-120,10,129129
-1,212,-202,100,129331
-1,22,183,10,129634
-1,22,73,10,130013
-1,202,370,100,130114
-1,12,96,10,130316
-1,2012,-281,1000,130417
-1,2002,311,1000,130518
-1,2022,-354,1000,130619
-1,12,142,10,130720
-1,2013,-404,10,130821
-1,42,86,10,130922
-1,2002,212,1000,131217
-1,2012,-353,10,131419
-1,212,-228,100,131722
-1,2012,-380,1000,131823
-1,42,175,10,131924
-1,22,316,10,132017
-1,2012,-106,1000,132118
-1,2012,-111,1000,133019
-1,2012,-156,1000,133625
-1,22,50,10,133827
-1,22,129,10,133928
-1,12,46,10,134021
-1,22,95,10,134223
-1,32,26,10,134324
-1,32,26,10,134425
-1,2002,289,1000,134627
-1,2012,-206,1000,134728
-1,12,417,10,134829
-1,2002,67,1000,135124
-1,22,172,10,135225
-1,22,117,10,135528
-1,42,373,10,135629
-1,42,330,10,135730
-1,32,60,10,135932
-1,22,308,10,136126
-1,22,268,10,136227
-1,22,265,10,136631
-1,2012,-119,10,136732
-1,2012,-85,10,136833
-1,22,144,10,137027
-1,2012,-85,1000,137128
-1,2022,-357,10,137229
-1,212,-15,100,137431
-1,2002,158,1000,137532
-1,42,175,10,137633
-1,23,274,10,137936
-1,22,205,10,138130
-1,22,17,10,138231
-1,22,314,10,138332
-1,32,232,10,138534
-1,22,332,10,138837
-1,12,21,10,139233
-1,2012,-365,1000,139435
-1,2002,7,1000,139637
-1,2002,290,1000,139839
-1,212,-94,100,140117
-1,212,-41,10,140319
-1,32,170,10,140824
-1,2012,-285,1000,141119
-1,2012,-190,1000,141422
-1,222,-75,100,141826
-1,12,74,10,142828
-1,212,-366,100,143224
-1,2012,-31,1000,143325
-1,12,430,10,143426
-1,2012,-118,1000,143830
-1,12,124,10,144125
-1,2012,-47,1000,144226
-1,2022,-130,10,144428
-1,2022,-354,1000,144731
-1,212,-61,10,144832
-1,2012,-283,1000,144933
-1,202,338,100,145127
-1,2022,-279,1000,145632
-1,2002,121,1000,145834
-1,2012,-396,1000,146129
-1,23,251,10,146331
-1,2022,-126,1000,146432
-1,12,288,10,146533
-1,2002,350,1000,146735
-1,212,-388,10,146836
-1,2022,-310,1000,146937
-1,12,155,10,147030
-1,22,137,10,147636
-1,22,191,10,147737
-1,2012,-131,10,148032
-1,2012,-105,1000,148133
-1,42,168,10,148335
-1,2012,-206,1000,148436
-1,2012,-125,10,148840
-1,2012,-223,1000,148941
-1,22,345,10,149236
-1,2022,-130,1000,149337
-1,42,86,10,149539
-1,222,-384,10,149842
-1,22,148,10,150625
-1,222,-161,10,150726
-1,2012,-387,1000,150928
-1,2012,-25,10,151223
-1,32,187,10,151324
-1,2002,110,1000,151425
-1,2002,221,1000,151526
-1,22,10,10,151627
-1,22,147,10,151728
-1,222,-384,10,151829
-1,202,207,100,151930
-1,2022,-354,10,152225
-1,22,432,10,152427
-1,22,169,10,152831
-1,2012,-98,10,153025
-1,12,104,10,153126
-1,22,428,10,153227
-1,2012,-33,10,153429
-1,12,358,10,153631
-1,2012,-120,1000,153732
-1,22,176,10,153833
-1,2002,220,1000,153934
-1,12,327,10,154229
-1,12,229,10,154330
-1,2002,72,1000,154431
-1,22,270,10,154532
-1,22,166,10,154734
-1,2012,-297,1000,154835
-1,22,236,10,154936
-1,22,147,10,155635
-1,202,370,100,155938
-1,32,321,10,156031
-1,23,55,10,156233
-1,2012,-99,1000,156334
-1,212,-400,100,156435
-1,22,348,10,156536
-1,2012,-9,10,156637
-1,212,-16,100,157336
-1,2012,-84,10,157437
-1,22,83,10,157942
-1,2012,-58,1000,158035
-1,212,-132,100,158136
-1,2022,-357,10,158338
-1,32,60,10,158540
-1,2012,-284,10,158843
-1,2012,-141,1000,159138
-1,2012,-34,1000,159239
-1,2012,-216,1000,159340
-1,2012,-80,1000,159441
-1,222,-392,10,159744
-1,33,-242,10,160123
-1,2022,-278,10,160729
-1,32,245,10,160830
-1,22,100,10,161630
-1,212,-24,10,161731
-1,22,260,10,161832
-1,2012,-49,1000,162026
-1,42,199,10,162228
-1,2012,-47,10,162329
-1,12,102,10,162733
-1,222,-384,100,162935
-1,2012,-223,1000,163129
-1,2012,-140,10,163331
-1,212,-19,100,163432
-1,22,303,10,163836
-1,12,143,10,164030
-1,212,-225,100,164131
-1,2002,397,1000,164636
-1,12,186,10,164939
-1,22,176,10,165032
-1,2022,-278,1000,165436
-1,2022,-279,1000,165638
-1,213,-91,10,165840
-1,42,247,10,165941
-1,2012,-136,1000,166438
-1,32,171,10,166640
-1,212,-62,100,167036
-1,22,308,10,167238
-1,212,-201,100,167440
-1,2012,-44,10,167743
-1,22,82,10,168139
-1,234,-134,100,168341
-1,12,342,10,168745
-1,2002,116,1000,168947
-1,42,373,10,169040
-1,2012,-25,1000,169343
-1,2012,-214,1000,169444
-1,2012,-356,10,169545
-1,22,269,10,169949
-1,22,100,10,170631
-1,2012,-284,1000,171330
-1,2012,-54,10,171532
-1,222,-224,100,171633
-1,2002,267,1000,172029
-1,222,-224,100,172130
-1,2012,-53,1000,172332
-1,2012,-408,1000,172433
-1,32,27,10,172534
-1,2002,194,1000,172938
-1,212,-225,100,173334
-1,22,255,10,173435
-1,2012,-309,10,173536
-1,22,324,10,173637
-1,212,-333,10,173738
-1,22,332,10,173839
-1,22,39,10,173940
-1,203,-36,100,174437
-1,2012,-409,1000,174841
-1,23,253,10,175035
-1,2022,-278,10,175136
-1,212,-424,100,175237
-1,22,326,10,175338
-1,2012,-18,1000,175439
-1,234,-134,100,175540
-1,22,203,10,175742
-1,2012,-30,10,176037
-1,2012,-281,10,176239
-1,2012,-387,10,176441
-1,2002,66,1000,176542
-1,22,137,10,176744
-1,42,325,10,176845
-1,202,423,100,177140
-1,22,276,10,177241
-1,2002,217,1000,177645
-1,2012,-58,1000,177746
-1,212,-103,100,178142
